index,path,x_min,x_max,y_min,y_max,label,newfilename
28,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/028.png,,,,,Non,00028.png
29,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/029.png,,,,,Non,00029.png
30,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/030.png,,,,,Non,00030.png
31,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/031.png,,,,,Non,00031.png
32,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/032.png,,,,,Non,00032.png
33,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/033.png,,,,,Non,00033.png
34,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/034.png,,,,,Non,00034.png
35,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/035.png,,,,,Non,00035.png
36,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/036.png,,,,,Non,00036.png
37,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/037.png,,,,,Non,00037.png
38,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/038.png,,,,,Non,00038.png
39,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/039.png,,,,,Non,00039.png
40,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/040.png,,,,,Non,00040.png
41,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/041.png,,,,,Non,00041.png
42,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/042.png,,,,,Non,00042.png
43,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/043.png,,,,,Non,00043.png
44,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/044.png,,,,,Non,00044.png
45,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/045.png,,,,,Non,00045.png
46,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/046.png,,,,,Non,00046.png
47,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/047.png,,,,,Non,00047.png
48,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/048.png,,,,,Non,00048.png
49,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/049.png,,,,,Non,00049.png
50,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/050.png,,,,,Non,00050.png
51,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/051.png,,,,,Non,00051.png
52,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/052.png,,,,,Non,00052.png
53,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/053.png,,,,,Non,00053.png
54,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/054.png,,,,,Non,00054.png
55,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/055.png,,,,,Non,00055.png
56,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/056.png,,,,,Non,00056.png
57,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/057.png,,,,,Non,00057.png
58,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/058.png,,,,,Non,00058.png
59,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/059.png,,,,,Non,00059.png
60,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/060.png,,,,,Non,00060.png
61,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/061.png,,,,,Non,00061.png
62,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/062.png,,,,,Non,00062.png
63,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/063.png,,,,,Non,00063.png
64,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/064.png,,,,,Non,00064.png
65,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/065.png,,,,,Non,00065.png
66,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/066.png,,,,,Non,00066.png
67,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/067.png,,,,,Non,00067.png
68,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/068.png,,,,,Non,00068.png
69,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/069.png,,,,,Non,00069.png
70,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/070.png,,,,,Non,00070.png
71,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/071.png,,,,,Non,00071.png
72,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/072.png,,,,,Non,00072.png
73,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/073.png,,,,,Non,00073.png
74,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/074.png,,,,,Non,00074.png
75,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/075.png,,,,,Non,00075.png
76,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/076.png,,,,,Non,00076.png
77,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/077.png,,,,,Non,00077.png
78,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/078.png,,,,,Non,00078.png
79,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/079.png,,,,,Non,00079.png
80,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/080.png,,,,,Non,00080.png
81,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/081.png,,,,,Non,00081.png
82,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/082.png,,,,,Non,00082.png
83,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/083.png,,,,,Non,00083.png
84,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/084.png,,,,,Non,00084.png
85,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/085.png,,,,,Non,00085.png
86,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/086.png,,,,,Non,00086.png
87,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/087.png,,,,,Non,00087.png
88,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/088.png,,,,,Non,00088.png
89,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/089.png,,,,,Non,00089.png
90,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/090.png,,,,,Non,00090.png
91,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/091.png,,,,,Non,00091.png
92,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/092.png,,,,,Non,00092.png
93,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/093.png,,,,,Non,00093.png
94,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/094.png,,,,,Non,00094.png
95,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/095.png,,,,,Non,00095.png
96,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/096.png,,,,,Non,00096.png
97,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/097.png,,,,,Non,00097.png
98,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/098.png,,,,,Non,00098.png
99,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/099.png,,,,,Non,00099.png
100,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/100.png,,,,,Non,00100.png
101,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/101.png,,,,,Non,00101.png
102,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/102.png,,,,,Non,00102.png
103,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/103.png,,,,,Non,00103.png
104,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/104.png,,,,,Non,00104.png
105,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/105.png,,,,,Non,00105.png
106,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/106.png,,,,,Non,00106.png
107,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/107.png,,,,,Non,00107.png
108,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/108.png,,,,,Non,00108.png
109,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/109.png,,,,,Non,00109.png
110,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/110.png,,,,,Non,00110.png
111,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/111.png,,,,,Non,00111.png
112,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/112.png,,,,,Non,00112.png
113,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/113.png,,,,,Non,00113.png
114,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/114.png,,,,,Non,00114.png
115,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/115.png,,,,,Non,00115.png
116,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/116.png,,,,,Non,00116.png
117,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/117.png,,,,,Non,00117.png
118,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/118.png,,,,,Non,00118.png
119,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/119.png,,,,,Non,00119.png
120,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/120.png,,,,,Non,00120.png
121,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/121.png,,,,,Non,00121.png
122,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/122.png,,,,,Non,00122.png
123,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/123.png,,,,,Non,00123.png
124,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/124.png,,,,,Non,00124.png
125,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/125.png,,,,,Non,00125.png
126,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/126.png,,,,,Non,00126.png
127,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/127.png,,,,,Non,00127.png
128,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/128.png,,,,,Non,00128.png
129,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/129.png,,,,,Non,00129.png
130,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/130.png,,,,,Non,00130.png
131,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/131.png,,,,,Non,00131.png
132,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/132.png,,,,,Non,00132.png
133,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/133.png,,,,,Non,00133.png
134,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/134.png,,,,,Non,00134.png
135,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/135.png,,,,,Non,00135.png
136,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/136.png,,,,,Non,00136.png
137,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/137.png,,,,,Non,00137.png
138,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/138.png,,,,,Non,00138.png
139,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/139.png,,,,,Non,00139.png
140,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/140.png,,,,,Non,00140.png
141,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/141.png,,,,,Non,00141.png
142,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/142.png,,,,,Non,00142.png
143,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/143.png,,,,,Non,00143.png
144,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/144.png,,,,,Non,00144.png
145,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/145.png,,,,,Non,00145.png
146,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/146.png,,,,,Non,00146.png
147,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/147.png,,,,,Non,00147.png
148,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/148.png,,,,,Non,00148.png
149,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/149.png,,,,,Non,00149.png
150,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/150.png,,,,,Non,00150.png
151,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/151.png,,,,,Non,00151.png
152,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/152.png,,,,,Non,00152.png
153,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/153.png,,,,,Non,00153.png
154,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/154.png,,,,,Non,00154.png
155,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/155.png,,,,,Non,00155.png
156,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/156.png,,,,,Non,00156.png
157,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/157.png,,,,,Non,00157.png
158,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/158.png,,,,,Non,00158.png
159,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/159.png,,,,,Non,00159.png
160,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/160.png,,,,,Non,00160.png
161,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/161.png,,,,,Non,00161.png
162,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/162.png,,,,,Non,00162.png
163,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/163.png,,,,,Non,00163.png
164,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/164.png,,,,,Non,00164.png
165,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/165.png,,,,,Non,00165.png
166,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/166.png,,,,,Non,00166.png
167,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/167.png,,,,,Non,00167.png
168,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/168.png,,,,,Non,00168.png
169,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/169.png,,,,,Non,00169.png
170,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/170.png,,,,,Non,00170.png
171,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/171.png,,,,,Non,00171.png
172,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/172.png,,,,,Non,00172.png
173,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/173.png,,,,,Non,00173.png
174,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/174.png,,,,,Non,00174.png
175,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/175.png,,,,,Non,00175.png
176,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/176.png,,,,,Non,00176.png
177,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/177.png,,,,,Non,00177.png
178,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/178.png,,,,,Non,00178.png
179,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/179.png,,,,,Non,00179.png
180,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/180.png,,,,,Non,00180.png
181,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/181.png,,,,,Non,00181.png
182,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/182.png,,,,,Non,00182.png
183,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/183.png,,,,,Non,00183.png
184,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/184.png,,,,,Non,00184.png
185,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/185.png,,,,,Non,00185.png
186,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/186.png,,,,,Non,00186.png
187,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/187.png,,,,,Non,00187.png
188,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/188.png,,,,,Non,00188.png
189,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/189.png,,,,,Non,00189.png
190,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/190.png,,,,,Non,00190.png
191,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/191.png,,,,,Non,00191.png
192,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/192.png,,,,,Non,00192.png
193,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/193.png,,,,,Non,00193.png
194,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/194.png,,,,,Non,00194.png
195,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/195.png,,,,,Non,00195.png
196,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/196.png,,,,,Non,00196.png
197,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/197.png,,,,,Non,00197.png
198,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/198.png,,,,,Non,00198.png
199,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/199.png,,,,,Non,00199.png
200,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/200.png,,,,,Non,00200.png
201,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/201.png,,,,,Non,00201.png
202,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/202.png,,,,,Non,00202.png
203,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/203.png,,,,,Non,00203.png
204,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/204.png,,,,,Non,00204.png
205,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/205.png,,,,,Non,00205.png
206,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/206.png,,,,,Non,00206.png
207,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/207.png,,,,,Non,00207.png
208,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/208.png,,,,,Non,00208.png
209,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/209.png,,,,,Non,00209.png
210,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/210.png,,,,,Non,00210.png
211,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/211.png,,,,,Non,00211.png
212,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/212.png,,,,,Non,00212.png
213,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/213.png,,,,,Non,00213.png
214,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/214.png,,,,,Non,00214.png
215,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/215.png,,,,,Non,00215.png
216,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/216.png,,,,,Non,00216.png
217,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/217.png,,,,,Non,00217.png
218,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/218.png,,,,,Non,00218.png
219,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/219.png,,,,,Non,00219.png
220,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/220.png,,,,,Non,00220.png
221,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/221.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00221.png
222,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/222.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00222.png
223,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/223.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00223.png
224,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/224.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00224.png
225,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/225.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00225.png
226,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/226.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00226.png
227,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/227.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00227.png
228,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/228.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00228.png
229,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/229.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00229.png
230,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/230.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00230.png
231,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/231.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00231.png
232,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/232.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00232.png
233,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/233.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00233.png
234,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/234.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00234.png
235,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/235.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00235.png
236,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/236.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00236.png
237,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/237.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00237.png
238,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/238.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00238.png
239,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/239.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00239.png
240,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/240.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00240.png
241,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/241.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00241.png
242,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/242.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00242.png
243,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/243.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00243.png
244,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/244.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00244.png
245,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/245.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00245.png
246,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/246.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00246.png
247,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/247.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00247.png
248,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/248.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00248.png
249,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/249.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00249.png
250,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/250.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00250.png
251,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/251.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00251.png
252,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/252.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00252.png
253,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/253.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00253.png
254,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/254.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00254.png
255,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/255.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00255.png
256,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/256.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00256.png
257,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/257.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00257.png
258,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/258.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00258.png
259,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/259.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00259.png
260,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/260.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00260.png
261,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/261.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00261.png
262,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/262.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00262.png
263,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/263.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00263.png
264,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/264.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00264.png
265,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/265.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00265.png
266,/workspace/data/Artificialdata/crop_img/Isotropic/225_10/266.png,282.45774742634137,322.45774742634137,114.1202410888672,154.1202410888672,Crack,00266.png
